,time,BlkCnt,PriceBTC,PriceUSD,HashRate,DiffLast,BlkHeight,Reward,BTCGenFrmBlk,totalBTC,btcSupplyOnDate,s2f_ratio_10,s2f_ratio_usd_10,s2f_ratio_463,s2f_ratio_usd_463
1970-01-01 00:00:00.000001765,2013-11-03,192.0,1.0,210.275382611748,3731.1696843789,390928787.6380858,267794.0,25.0,4800.0,11942125.0,,,,,
1970-01-01 00:00:00.000001766,2013-11-04,195.0,1.0,228.79103886616,3789.46921069732,390928787.6380858,267989.0,25.0,4875.0,11947000.0,,,,,
1970-01-01 00:00:00.000001767,2013-11-05,174.0,1.0,243.641668907072,3596.12259203618,510929738.0161518,268163.0,25.0,4350.0,11951350.0,,,,,
1970-01-01 00:00:00.000001768,2013-11-06,163.0,1.0,263.209583987142,4139.94817128837,510929738.0161518,268326.0,25.0,4075.0,11955425.0,,,,,
1970-01-01 00:00:00.000001769,2013-11-07,144.0,1.0,290.124226183518,3657.37752555537,510929738.0161518,268470.0,25.0,3600.0,11959025.0,,,,,
1970-01-01 00:00:00.000001770,2013-11-08,134.0,1.0,333.750656511981,3403.39297516958,510929738.0161518,268604.0,25.0,3350.0,11962375.0,,,,,
1970-01-01 00:00:00.000001771,2013-11-09,148.0,1.0,331.051148451198,3758.97134570968,510929738.0161518,268752.0,25.0,3700.0,11966075.0,,,,,
1970-01-01 00:00:00.000001772,2013-11-10,171.0,1.0,327.558653499708,4343.13581159701,510929738.0161518,268923.0,25.0,4275.0,11970350.0,,,,,
1970-01-01 00:00:00.000001773,2013-11-11,187.0,1.0,342.697692869667,4749.51109221428,510929738.0161518,269110.0,25.0,4675.0,11975025.0,,,,,
1970-01-01 00:00:00.000001774,2013-11-12,201.0,1.0,354.645488310929,5105.08946275439,510929738.0161518,269311.0,25.0,5025.0,11980050.0,,,,,
1970-01-01 00:00:00.000001775,2013-11-13,168.0,1.0,394.50449522443,4266.94044648127,510929738.0161518,269479.0,25.0,4200.0,11984250.0,,,,,
1970-01-01 00:00:00.000001776,2013-11-14,183.0,1.0,416.706303302747,4647.91727205996,510929738.0161518,269662.0,25.0,4575.0,11988825.0,,,,,
1970-01-01 00:00:00.000001777,2013-11-15,166.0,1.0,408.398797334892,4216.14353640411,510929738.0161518,269828.0,25.0,4150.0,11992975.0,,,,,
1970-01-01 00:00:00.000001778,2013-11-16,194.0,1.0,435.798442767387,4927.30027748433,510929738.0161518,270022.0,25.0,4850.0,11997825.0,,,,,
1970-01-01 00:00:00.000001779,2013-11-17,186.0,1.0,485.33657685564,5042.5537025376,609482679.8883545,270208.0,25.0,4650.0,12002475.0,,,,,
1970-01-01 00:00:00.000001780,2013-11-18,156.0,1.0,657.778503874927,4726.41754288692,609482679.8883545,270364.0,25.0,3900.0,12006375.0,,,,,
1970-01-01 00:00:00.000001781,2013-11-19,161.0,1.0,546.878397311514,4877.90528464612,609482679.8883545,270525.0,25.0,4025.0,12010400.0,,,,,
1970-01-01 00:00:00.000001782,2013-11-20,164.0,1.0,595.339099649328,4968.79792970164,609482679.8883545,270689.0,25.0,4100.0,12014500.0,,,,,
1970-01-01 00:00:00.000001783,2013-11-21,150.0,1.0,720.764425260082,4544.63225277589,609482679.8883545,270839.0,25.0,3750.0,12018250.0,,,,,
1970-01-01 00:00:00.000001784,2013-11-22,172.0,1.0,802.916933718294,5211.17831651635,609482679.8883545,271011.0,25.0,4300.0,12022550.0,,,,,
1970-01-01 00:00:00.000001785,2013-11-23,170.0,1.0,834.295339989129,5150.58321981267,609482679.8883545,271181.0,25.0,4250.0,12026800.0,,,,,
1970-01-01 00:00:00.000001786,2013-11-24,168.0,1.0,807.166695499708,5089.98812310899,609482679.8883545,271349.0,25.0,4200.0,12031000.0,,,,,
1970-01-01 00:00:00.000001787,2013-11-25,173.0,1.0,816.243386616014,5241.47586486819,609482679.8883545,271522.0,25.0,4325.0,12035325.0,,,,,
1970-01-01 00:00:00.000001788,2013-11-26,159.0,1.0,916.097160140269,4817.31018794244,609482679.8883545,271681.0,25.0,3975.0,12039300.0,,,,,
1970-01-01 00:00:00.000001789,2013-11-27,173.0,1.0,962.910560911748,5241.47586486819,609482679.8883545,271854.0,25.0,4325.0,12043625.0,,,,,
1970-01-01 00:00:00.000001790,2013-11-28,181.0,1.0,1007.38716364699,5483.8562516829,609482679.8883545,272035.0,25.0,4525.0,12048150.0,,,,,
1970-01-01 00:00:00.000001791,2013-11-29,173.0,1.0,1128.7254880187,5480.00336357551,707408283.0514966,272208.0,25.0,4325.0,12052475.0,,,,,
1970-01-01 00:00:00.000001792,2013-11-30,176.0,1.0,1119.29671478667,6189.12034201531,707408283.0514966,272384.0,25.0,4400.0,12056875.0,,,,,
1970-01-01 00:00:00.000001793,2013-12-01,195.0,1.0,964.485793687902,6857.26401530105,707408283.0514966,272579.0,25.0,4875.0,12061750.0,,,,,
1970-01-01 00:00:00.000001794,2013-12-02,159.0,1.0,1040.80821770894,5591.30758170701,707408283.0514966,272738.0,25.0,3975.0,12065725.0,,,,,
1970-01-01 00:00:00.000001795,2013-12-03,200.0,1.0,1053.62102744828,7033.09129774466,707408283.0514966,272938.0,25.0,5000.0,12070725.0,,,,,
1970-01-01 00:00:00.000001796,2013-12-04,171.0,1.0,1134.93223088837,6013.29305957169,707408283.0514966,273109.0,25.0,4275.0,12075000.0,,,,,
1970-01-01 00:00:00.000001797,2013-12-05,170.0,1.0,1027.411772827,5978.12760308297,707408283.0514966,273279.0,25.0,4250.0,12079250.0,,,,,
1970-01-01 00:00:00.000001798,2013-12-06,208.0,1.0,824.581710337814,7314.41494965444,707408283.0514966,273487.0,25.0,5200.0,12084450.0,,,,,
1970-01-01 00:00:00.000001799,2013-12-07,195.0,1.0,703.748376025716,6857.26401530105,707408283.0514966,273682.0,25.0,4875.0,12089325.0,,,,,
1970-01-01 00:00:00.000001800,2013-12-08,195.0,1.0,783.573348334307,6857.26401530105,707408283.0514966,273877.0,25.0,4875.0,12094200.0,,,,,
1970-01-01 00:00:00.000001801,2013-12-09,176.0,1.0,896.079289888954,6189.12034201531,707408283.0514966,274053.0,25.0,4400.0,12098600.0,,,,,
1970-01-01 00:00:00.000001802,2013-12-10,192.0,1.0,977.165367329047,7450.99133192782,908350862.4370221,274245.0,25.0,4800.0,12103400.0,,,,,
1970-01-01 00:00:00.000001803,2013-12-11,165.0,1.0,875.464034272355,7450.47043785842,908350862.4370221,274410.0,25.0,4125.0,12107525.0,,,,,
1970-01-01 00:00:00.000001804,2013-12-12,163.0,1.0,873.324805987727,7360.16170527832,908350862.4370221,274573.0,25.0,4075.0,12111600.0,,,,,
1970-01-01 00:00:00.000001805,2013-12-13,174.0,1.0,879.156135300994,7856.85973446887,908350862.4370221,274747.0,25.0,4350.0,12115950.0,,,,,
1970-01-01 00:00:00.000001806,2013-12-14,198.0,1.0,852.856120526008,8940.56452543008,908350862.4370221,274945.0,25.0,4950.0,12120900.0,,,,,
1970-01-01 00:00:00.000001807,2013-12-15,177.0,1.0,864.0616578609,7992.32283333902,908350862.4370221,275122.0,25.0,4425.0,12125325.0,,,,,
1970-01-01 00:00:00.000001808,2013-12-16,201.0,1.0,677.894106801286,9076.02762430024,908350862.4370221,275323.0,25.0,5025.0,12130350.0,,,,,
1970-01-01 00:00:00.000001809,2013-12-17,203.0,1.0,682.62677270602,9166.33635688034,908350862.4370221,275526.0,25.0,5075.0,12135425.0,,,,,
1970-01-01 00:00:00.000001810,2013-12-18,199.0,1.0,526.12097632671,8985.71889172013,908350862.4370221,275725.0,25.0,4975.0,12140400.0,,,,,
1970-01-01 00:00:00.000001811,2013-12-19,226.0,1.0,685.525128959673,10204.8867815515,908350862.4370221,275951.0,25.0,5650.0,12146050.0,,,,,
1970-01-01 00:00:00.000001812,2013-12-20,178.0,1.0,600.216954260666,8037.47719962908,908350862.4370221,276129.0,25.0,4450.0,12150500.0,,,,,
1970-01-01 00:00:00.000001813,2013-12-21,161.0,1.0,597.033502548217,8611.26774435102,1180923195.258026,276290.0,25.0,4025.0,12154525.0,,,,,
1970-01-01 00:00:00.000001814,2013-12-22,169.0,1.0,615.013035271771,9920.97776573908,1180923195.258026,276459.0,25.0,4225.0,12158750.0,,,,,
1970-01-01 00:00:00.000001815,2013-12-23,171.0,1.0,657.926634155465,10038.3857866354,1180923195.258026,276630.0,25.0,4275.0,12163025.0,,,,,
1970-01-01 00:00:00.000001816,2013-12-24,169.0,1.0,650.664745178258,9920.97776573908,1180923195.258026,276799.0,25.0,4225.0,12167250.0,,,,,
1970-01-01 00:00:00.000001817,2013-12-25,162.0,1.0,678.290158094681,9510.04969260196,1180923195.258026,276961.0,25.0,4050.0,12171300.0,,,,,
1970-01-01 00:00:00.000001818,2013-12-26,180.0,1.0,749.996594956166,10566.7218806688,1180923195.258026,277141.0,25.0,4500.0,12175800.0,,,,,
1970-01-01 00:00:00.000001819,2013-12-27,184.0,1.0,722.570567492694,10801.5379224615,1180923195.258026,277325.0,25.0,4600.0,12180400.0,,,,,
1970-01-01 00:00:00.000001820,2013-12-28,150.0,1.0,715.852363078901,8805.60156722404,1180923195.258026,277475.0,25.0,3750.0,12184150.0,,,,,
1970-01-01 00:00:00.000001821,2013-12-29,168.0,1.0,727.271215663355,9862.27375529092,1180923195.258026,277643.0,25.0,4200.0,12188350.0,,,,,
1970-01-01 00:00:00.000001822,2013-12-30,173.0,1.0,735.741997077732,10155.7938075317,1180923195.258026,277816.0,25.0,4325.0,12192675.0,,,,,
1970-01-01 00:00:00.000001823,2013-12-31,184.0,1.0,729.557582910579,10801.5379224615,1180923195.258026,278000.0,25.0,4600.0,12197275.0,,,,,
1970-01-01 00:00:00.000001824,2014-01-01,205.0,1.0,752.404549944594,12034.3221418728,1180923195.258026,278205.0,25.0,5125.0,12202400.0,,,,,
1970-01-01 00:00:00.000001825,2014-01-02,134.0,1.0,784.954921314436,9425.136247148,1418481395.2626348,278339.0,25.0,3350.0,12205750.0,,,,,
1970-01-01 00:00:00.000001826,2014-01-03,161.0,1.0,807.222939029807,11352.6079123221,1418481395.2626348,278500.0,25.0,4025.0,12209775.0,,,,,
1970-01-01 00:00:00.000001827,2014-01-04,141.0,1.0,828.602062618352,9942.34605985975,1418481395.2626348,278641.0,25.0,3525.0,12213300.0,,,,,
1970-01-01 00:00:00.000001828,2014-01-05,193.0,1.0,902.487380263004,13609.0268762619,1418481395.2626348,278834.0,25.0,4825.0,12218125.0,,,,,
1970-01-01 00:00:00.000001829,2014-01-06,186.0,1.0,914.459960841613,13115.4352279001,1418481395.2626348,279020.0,25.0,4650.0,12222775.0,,,,,
1970-01-01 00:00:00.000001830,2014-01-07,177.0,1.0,803.351796198714,12480.817394292,1418481395.2626348,279197.0,25.0,4425.0,12227200.0,,,,,
1970-01-01 00:00:00.000001831,2014-01-08,193.0,1.0,820.690009503214,13609.0268762619,1418481395.2626348,279390.0,25.0,4825.0,12232025.0,,,,,
1970-01-01 00:00:00.000001832,2014-01-09,207.0,1.0,831.334750487434,14596.2101729856,1418481395.2626348,279597.0,25.0,5175.0,12237200.0,,,,,
1970-01-01 00:00:00.000001833,2014-01-10,187.0,1.0,853.298854844603,13185.9483205232,1418481395.2626348,279784.0,25.0,4675.0,12241875.0,,,,,
1970-01-01 00:00:00.000001834,2014-01-11,210.0,1.0,889.555837119345,14807.7494508549,1418481395.2626348,279994.0,25.0,5250.0,12247125.0,,,,,
1970-01-01 00:00:00.000001835,2014-01-12,207.0,1.0,845.191332220924,14596.2101729856,1418481395.2626348,280201.0,25.0,5175.0,12252300.0,,,,,
1970-01-01 00:00:00.000001836,2014-01-13,169.0,1.0,822.877012197545,14628.2406711142,1789546951.053241,280370.0,25.0,4225.0,12256525.0,,,,,
1970-01-01 00:00:00.000001837,2014-01-14,162.0,1.0,815.293602711864,14411.3355551816,1789546951.053241,280532.0,25.0,4050.0,12260575.0,,,,,
1970-01-01 00:00:00.000001838,2014-01-15,184.0,1.0,841.089857364115,16368.4305071198,1789546951.053241,280716.0,25.0,4600.0,12265175.0,,,,,
1970-01-01 00:00:00.000001839,2014-01-16,185.0,1.0,815.854800298071,16457.3893685716,1789546951.053241,280901.0,25.0,4625.0,12269800.0,,,,,
1970-01-01 00:00:00.000001840,2014-01-17,152.0,1.0,792.829506475745,13521.7469406642,1789546951.053241,281053.0,25.0,3800.0,12273600.0,,,,,
1970-01-01 00:00:00.000001841,2014-01-18,174.0,1.0,809.783528356386,15478.8418926025,1789546951.053241,281227.0,25.0,4350.0,12277950.0,,,,,
1970-01-01 00:00:00.000001842,2014-01-19,169.0,1.0,838.428474734073,15034.0475853438,1789546951.053241,281396.0,25.0,4225.0,12282175.0,,,,,
1970-01-01 00:00:00.000001843,2014-01-20,195.0,1.0,828.885216592636,17346.977983089,1789546951.053241,281591.0,25.0,4875.0,12287050.0,,,,,
1970-01-01 00:00:00.000001844,2014-01-21,166.0,1.0,823.817963763881,14767.1710009886,1789546951.053241,281757.0,25.0,4150.0,12291200.0,,,,,
1970-01-01 00:00:00.000001845,2014-01-22,192.0,1.0,818.976386323787,17080.1013987337,1789546951.053241,281949.0,25.0,4800.0,12296000.0,,,,,
1970-01-01 00:00:00.000001846,2014-01-23,177.0,1.0,810.922425195792,15745.7184769577,1789546951.053241,282126.0,25.0,4425.0,12300425.0,,,,,
1970-01-01 00:00:00.000001847,2014-01-24,189.0,1.0,781.042513950906,18340.6657996556,2193847870.174279,282315.0,25.0,4725.0,12305150.0,,,,,
1970-01-01 00:00:00.000001848,2014-01-25,165.0,1.0,804.403240800701,17994.3669102041,2193847870.174279,282480.0,25.0,4125.0,12309275.0,,,,,
1970-01-01 00:00:00.000001849,2014-01-26,152.0,1.0,814.499381373466,16576.6289112183,2193847870.174279,282632.0,25.0,3800.0,12313075.0,,,,,
1970-01-01 00:00:00.000001850,2014-01-27,174.0,1.0,742.701374970777,18975.8778325788,2193847870.174279,282806.0,25.0,4350.0,12317425.0,,,,,
1970-01-01 00:00:00.000001851,2014-01-28,154.0,1.0,790.176401876096,16794.7424495238,2193847870.174279,282960.0,25.0,3850.0,12321275.0,,,,,
1970-01-01 00:00:00.000001852,2014-01-29,152.0,1.0,793.38442490941,16576.6289112183,2193847870.174279,283112.0,25.0,3800.0,12325075.0,,,,,
1970-01-01 00:00:00.000001853,2014-01-30,176.0,1.0,799.474479836353,19193.9913708843,2193847870.174279,283288.0,25.0,4400.0,12329475.0,,,,,
1970-01-01 00:00:00.000001854,2014-01-31,184.0,1.0,803.237598784921,20066.4455241063,2193847870.174279,283472.0,25.0,4600.0,12334075.0,,,,,
1970-01-01 00:00:00.000001855,2014-02-01,189.0,1.0,813.219549216833,20611.7293698701,2193847870.174279,283661.0,25.0,4725.0,12338800.0,,,,,
1970-01-01 00:00:00.000001856,2014-02-02,186.0,1.0,814.490870426651,20284.5590624119,2193847870.174279,283847.0,25.0,4650.0,12343450.0,,,,,
1970-01-01 00:00:00.000001857,2014-02-03,181.0,1.0,806.997428372531,19739.2752166481,2193847870.174279,284028.0,25.0,4525.0,12347975.0,,,,,
1970-01-01 00:00:00.000001858,2014-02-04,172.0,1.0,800.078231893629,18757.7642942733,2193847870.174279,284200.0,25.0,4300.0,12352275.0,,,,,
1970-01-01 00:00:00.000001859,2014-02-05,168.0,1.0,784.473692777791,20723.2339086288,2621404453.064615,284368.0,25.0,4200.0,12356475.0,,,,,
1970-01-01 00:00:00.000001860,2014-02-06,182.0,1.0,763.569382232612,23716.5514349681,2621404453.064615,284550.0,25.0,4550.0,12361025.0,,,,,
1970-01-01 00:00:00.000001861,2014-02-07,155.0,1.0,711.571273419053,20198.1619363739,2621404453.064615,284705.0,25.0,3875.0,12364900.0,,,,,
1970-01-01 00:00:00.000001862,2014-02-08,182.0,1.0,677.682300941379,23716.5514349681,2621404453.064615,284887.0,25.0,4550.0,12369450.0,,,,,
1970-01-01 00:00:00.000001863,2014-02-09,138.0,1.0,687.406054576271,17982.8796594812,2621404453.064615,285025.0,25.0,3450.0,12372900.0,,,,,
1970-01-01 00:00:00.000001864,2014-02-10,156.0,1.0,685.457498836938,20328.472658544,2621404453.064615,285181.0,25.0,3900.0,12376800.0,,,,,
1970-01-01 00:00:00.000001865,2014-02-11,164.0,1.0,671.89969169024,21370.9584359053,2621404453.064615,285345.0,25.0,4100.0,12380900.0,,,,,
1970-01-01 00:00:00.000001866,2014-02-12,178.0,1.0,653.765780911747,23195.3085462874,2621404453.064615,285523.0,25.0,4450.0,12385350.0,,,,,
1970-01-01 00:00:00.000001867,2014-02-13,178.0,1.0,612.918414962011,23195.3085462874,2621404453.064615,285701.0,25.0,4450.0,12389800.0,,,,,
1970-01-01 00:00:00.000001868,2014-02-14,191.0,1.0,668.788602659264,24889.3479344994,2621404453.064615,285892.0,25.0,4775.0,12394575.0,,,,,
1970-01-01 00:00:00.000001869,2014-02-15,187.0,1.0,654.377060198714,24368.1050458188,2621404453.064615,286079.0,25.0,4675.0,12399250.0,,,,,
1970-01-01 00:00:00.000001870,2014-02-16,195.0,1.0,623.250321948568,25486.3744356631,3129573174.522287,286274.0,25.0,4875.0,12404125.0,,,,,
1970-01-01 00:00:00.000001871,2014-02-17,155.0,1.0,631.334596306254,24113.6485813296,3129573174.522287,286429.0,25.0,3875.0,12408000.0,,,,,
1970-01-01 00:00:00.000001872,2014-02-18,163.0,1.0,627.271761415484,25358.2239919788,3129573174.522287,286592.0,25.0,4075.0,12412075.0,,,,,
1970-01-01 00:00:00.000001873,2014-02-19,200.0,1.0,623.54013694623,31114.3852662318,3129573174.522287,286792.0,25.0,5000.0,12417075.0,,,,,
1970-01-01 00:00:00.000001874,2014-02-20,177.0,1.0,563.768561098773,27536.2309606151,3129573174.522287,286969.0,25.0,4425.0,12421500.0,,,,,
1970-01-01 00:00:00.000001875,2014-02-21,152.0,1.0,580.324315973115,23646.9328023361,3129573174.522287,287121.0,25.0,3800.0,12425300.0,,,,,
1970-01-01 00:00:00.000001876,2014-02-22,180.0,1.0,607.12463333723,28002.9467396085,3129573174.522287,287301.0,25.0,4500.0,12429800.0,,,,,
1970-01-01 00:00:00.000001877,2014-02-23,168.0,1.0,610.082323746347,26136.0836236346,3129573174.522287,287469.0,25.0,4200.0,12434000.0,,,,,
1970-01-01 00:00:00.000001878,2014-02-24,191.0,1.0,542.266650753945,29714.2379292513,3129573174.522287,287660.0,25.0,4775.0,12438775.0,,,,,
1970-01-01 00:00:00.000001879,2014-02-25,161.0,1.0,533.707644436002,25047.0801393165,3129573174.522287,287821.0,25.0,4025.0,12442800.0,,,,,
1970-01-01 00:00:00.000001880,2014-02-26,184.0,1.0,587.57858829924,28625.2344449332,3129573174.522287,288005.0,25.0,4600.0,12447400.0,,,,,
1970-01-01 00:00:00.000001881,2014-02-27,188.0,1.0,585.393925650058,29247.5221502578,3129573174.522287,288193.0,25.0,4700.0,12452100.0,,,,,
1970-01-01 00:00:00.000001882,2014-02-28,181.0,1.0,551.29477030976,31125.9783969294,3815723798.8146305,288374.0,25.0,4525.0,12456625.0,,,,,
1970-01-01 00:00:00.000001883,2014-03-01,144.0,1.0,567.534235441262,27314.0148774629,3815723798.8146305,288518.0,25.0,3600.0,12460225.0,,,,,
1970-01-01 00:00:00.000001884,2014-03-02,140.0,1.0,558.527707156633,26555.2922419778,3815723798.8146305,288658.0,25.0,3500.0,12463725.0,,,,,
1970-01-01 00:00:00.000001885,2014-03-03,148.0,1.0,676.505732781999,28072.737512948,3815723798.8146305,288806.0,25.0,3700.0,12467425.0,,,,,
1970-01-01 00:00:00.000001886,2014-03-04,149.0,1.0,674.51139943308,28262.4181718192,3815723798.8146305,288955.0,25.0,3725.0,12471150.0,,,,,
1970-01-01 00:00:00.000001887,2014-03-05,156.0,1.0,670.338851099514,29590.1827839181,3815723798.8146305,289111.0,25.0,3900.0,12475050.0,,,,,
1970-01-01 00:00:00.000001888,2014-03-06,173.0,1.0,667.712834003507,32814.7539847296,3815723798.8146305,289284.0,25.0,4325.0,12479375.0,,,,,
1970-01-01 00:00:00.000001889,2014-03-07,166.0,1.0,631.770295213326,31486.9893726308,3815723798.8146305,289450.0,25.0,4150.0,12483525.0,,,,,
1970-01-01 00:00:00.000001890,2014-03-08,168.0,1.0,621.524114496201,31866.3506903733,3815723798.8146305,289618.0,25.0,4200.0,12487725.0,,,,,
1970-01-01 00:00:00.000001891,2014-03-09,179.0,1.0,640.578889322034,33952.8379379573,3815723798.8146305,289797.0,25.0,4475.0,12492200.0,,,,,
1970-01-01 00:00:00.000001892,2014-03-10,149.0,1.0,628.151241165985,28262.4181718192,3815723798.8146305,289946.0,25.0,3725.0,12495925.0,,,,,
1970-01-01 00:00:00.000001893,2014-03-11,168.0,1.0,633.73383823495,31866.3506903733,3815723798.8146305,290114.0,25.0,4200.0,12500125.0,,,,,
1970-01-01 00:00:00.000001894,2014-03-12,182.0,1.0,634.646823717125,34521.8799145711,3815723798.8146305,290296.0,25.0,4550.0,12504675.0,,,,,
1970-01-01 00:00:00.000001895,2014-03-13,162.0,1.0,643.432100859147,34076.0838232155,4250217919.869535,290458.0,25.0,4050.0,12508725.0,,,,,
1970-01-01 00:00:00.000001896,2014-03-14,133.0,1.0,628.308590005845,28100.1706779259,4250217919.869535,290591.0,25.0,3325.0,12512050.0,,,,,
1970-01-01 00:00:00.000001897,2014-03-15,165.0,1.0,636.218650061368,34861.1139989306,4250217919.869535,290756.0,25.0,4125.0,12516175.0,,,,,
1970-01-01 00:00:00.000001898,2014-03-16,171.0,1.0,634.168900970894,36128.7908716189,4250217919.869535,290927.0,25.0,4275.0,12520450.0,,,,,
1970-01-01 00:00:00.000001899,2014-03-17,161.0,1.0,622.760208649912,34015.996083805,4250217919.869535,291088.0,25.0,4025.0,12524475.0,,,,,
1970-01-01 00:00:00.000001900,2014-03-18,146.0,1.0,614.309513717125,30846.803902084,4250217919.869535,291234.0,25.0,3650.0,12528125.0,,,,,
1970-01-01 00:00:00.000001901,2014-03-19,160.0,1.0,610.511203474576,33804.7166050236,4250217919.869535,291394.0,25.0,4000.0,12532125.0,,,,,
1970-01-01 00:00:00.000001902,2014-03-20,177.0,1.0,586.607595710111,37396.4677443073,4250217919.869535,291571.0,25.0,4425.0,12536550.0,,,,,
1970-01-01 00:00:00.000001903,2014-03-21,186.0,1.0,569.694517995324,39297.9830533399,4250217919.869535,291757.0,25.0,4650.0,12541200.0,,,,,
1970-01-01 00:00:00.000001904,2014-03-22,170.0,1.0,564.700026703682,35917.5113928376,4250217919.869535,291927.0,25.0,4250.0,12545450.0,,,,,
1970-01-01 00:00:00.000001905,2014-03-23,214.0,1.0,558.958861691408,45213.808459219,4250217919.869535,292141.0,25.0,5350.0,12550800.0,,,,,
1970-01-01 00:00:00.000001906,2014-03-24,188.0,1.0,585.023250518995,40096.6711219624,5006860589.2054,292329.0,25.0,4700.0,12555500.0,,,,,
1970-01-01 00:00:00.000001907,2014-03-25,157.0,1.0,583.771189094097,39076.1052123166,5006860589.2054,292486.0,25.0,3925.0,12559425.0,,,,,
1970-01-01 00:00:00.000001908,2014-03-26,159.0,1.0,579.243850400994,39573.8899920914,5006860589.2054,292645.0,25.0,3975.0,12563400.0,,,,,
1970-01-01 00:00:00.000001909,2014-03-27,173.0,1.0,483.164012612507,43058.3834505145,5006860589.2054,292818.0,25.0,4325.0,12567725.0,,,,,
1970-01-01 00:00:00.000001910,2014-03-28,174.0,1.0,498.661328949153,43307.2758404019,5006860589.2054,292992.0,25.0,4350.0,12572075.0,,,,,
1970-01-01 00:00:00.000001911,2014-03-29,175.0,1.0,489.517023547633,43556.1682302893,5006860589.2054,293167.0,25.0,4375.0,12576450.0,,,,,
1970-01-01 00:00:00.000001912,2014-03-30,140.0,1.0,458.966328275862,34844.9345842314,5006860589.2054,293307.0,25.0,3500.0,12579950.0,,,,,
1970-01-01 00:00:00.000001913,2014-03-31,180.0,1.0,455.355354056108,44800.6301797261,5006860589.2054,293487.0,25.0,4500.0,12584450.0,,,,,
1970-01-01 00:00:00.000001914,2014-04-01,171.0,1.0,479.008465867913,42560.5986707398,5006860589.2054,293658.0,25.0,4275.0,12588725.0,,,,,
1970-01-01 00:00:00.000001915,2014-04-02,197.0,1.0,439.011492524839,49031.8008078114,5006860589.2054,293855.0,25.0,4925.0,12593650.0,,,,,
1970-01-01 00:00:00.000001916,2014-04-03,204.0,1.0,449.441151519579,50774.047537023,5006860589.2054,294059.0,25.0,5100.0,12598750.0,,,,,
1970-01-01 00:00:00.000001917,2014-04-04,195.0,1.0,449.719869736996,48534.0160280367,5006860589.2054,294254.0,25.0,4875.0,12603625.0,,,,,
1970-01-01 00:00:00.000001918,2014-04-05,171.0,1.0,461.675331482174,47539.4746363803,6119726089.128147,294425.0,25.0,4275.0,12607900.0,,,,,
1970-01-01 00:00:00.000001919,2014-04-06,151.0,1.0,458.633480544535,45936.198326456,6119726089.128147,294576.0,25.0,3775.0,12611675.0,,,,,
1970-01-01 00:00:00.000001920,2014-04-07,151.0,1.0,448.655275066394,45936.198326456,6119726089.128147,294727.0,25.0,3775.0,12615450.0,,,,,
1970-01-01 00:00:00.000001921,2014-04-08,134.0,1.0,452.803098796026,40764.5733493053,6119726089.128147,294861.0,25.0,3350.0,12618800.0,,,,,
1970-01-01 00:00:00.000001922,2014-04-09,161.0,1.0,442.837984932203,48978.3306659564,6119726089.128147,295022.0,25.0,4025.0,12622825.0,,,,,
1970-01-01 00:00:00.000001923,2014-04-10,155.0,1.0,366.911866063413,47153.0512622562,6119726089.128147,295177.0,25.0,3875.0,12626700.0,,,,,
1970-01-01 00:00:00.000001924,2014-04-11,169.0,1.0,421.943528071303,51412.0365375568,6119726089.128147,295346.0,25.0,4225.0,12630925.0,,,,,
1970-01-01 00:00:00.000001925,2014-04-12,161.0,1.0,424.274212647575,48978.3306659564,6119726089.128147,295507.0,25.0,4025.0,12634950.0,,,,,
1970-01-01 00:00:00.000001926,2014-04-13,187.0,1.0,416.362321654004,56887.8747486575,6119726089.128147,295694.0,25.0,4675.0,12639625.0,,,,,
1970-01-01 00:00:00.000001927,2014-04-14,193.0,1.0,461.108246586649,58713.1541523577,6119726089.128147,295887.0,25.0,4825.0,12644450.0,,,,,
1970-01-01 00:00:00.000001928,2014-04-15,182.0,1.0,521.615299606078,55366.8085789073,6119726089.128147,296069.0,25.0,4550.0,12649000.0,,,,,
1970-01-01 00:00:00.000001929,2014-04-16,159.0,1.0,531.481846731999,48369.9041980563,6119726089.128147,296228.0,25.0,3975.0,12652975.0,,,,,
1970-01-01 00:00:00.000001930,2014-04-17,169.0,1.0,499.837551544721,53376.5546672988,6978842649.592383,296397.0,25.0,4225.0,12657200.0,,,,,
1970-01-01 00:00:00.000001931,2014-04-18,160.0,1.0,483.020013533606,55507.2239702395,6978842649.592383,296557.0,25.0,4000.0,12661200.0,,,,,
1970-01-01 00:00:00.000001932,2014-04-19,159.0,1.0,504.365595178488,55160.3038204255,6978842649.592383,296716.0,25.0,3975.0,12665175.0,,,,,
1970-01-01 00:00:00.000001933,2014-04-20,178.0,1.0,501.55718444916,61751.7866668914,6978842649.592383,296894.0,25.0,4450.0,12669625.0,,,,,
1970-01-01 00:00:00.000001934,2014-04-21,171.0,1.0,498.084530300994,59323.3456181934,6978842649.592383,297065.0,25.0,4275.0,12673900.0,,,,,
1970-01-01 00:00:00.000001935,2014-04-22,154.0,1.0,489.503510029223,53425.7030713555,6978842649.592383,297219.0,25.0,3850.0,12677750.0,,,,,
1970-01-01 00:00:00.000001936,2014-04-23,165.0,1.0,490.63296754332,57241.8247193095,6978842649.592383,297384.0,25.0,4125.0,12681875.0,,,,,
1970-01-01 00:00:00.000001937,2014-04-24,151.0,1.0,503.291801028638,52384.9426219135,6978842649.592383,297535.0,25.0,3775.0,12685650.0,,,,,
